FREQ,S11
13.06499958,-1.764376556
13.07999992,-1.770381867
13.09500027,-1.777568905
13.10999966,-1.786164755
13.125,-1.796354633
13.14000034,-1.808267875
13.15499973,-1.821976831
13.17000008,-1.837490594
13.18500042,-1.854755819
13.19999981,-1.87365968
13.21500015,-1.894030606
13.22999954,-1.915651964
13.24499989,-1.938269413
13.26000023,-1.961606546
13.27499962,-1.985374195
13.28999996,-2.009290022
13.30500031,-2.033093676
13.31999969,-2.056559449
13.33500004,-2.079510724
13.35000038,-2.101833775
13.36499977,-2.123480092
13.38000011,-2.14447486
13.39500046,-2.164918995
13.40999985,-2.18498255
13.42500019,-2.204897223
13.43999958,-2.224952127
13.45499992,-2.245475672
13.47000027,-2.266821513
13.48499966,-2.289354888
13.5,-2.313434624
13.51500034,-2.339396782
13.52999973,-2.367538953
13.54500008,-2.398110606
13.56000042,-2.431301445
13.57499981,-2.46723117
13.59000015,-2.505945092
13.60499954,-2.547412442
13.61999989,-2.591530719
13.63500023,-2.638126018
13.64999962,-2.686964933
13.66499996,-2.737763458
13.68000031,-2.790203934
13.69499969,-2.843950963
13.71000004,-2.898667429
13.72500038,-2.954034858
13.73999977,-3.009771084
13.75500011,-3.065651451
13.77000046,-3.121515323
13.78499985,-3.177286067
13.80000019,-3.232974834
13.81499958,-3.288683169
13.82999992,-3.344600208
13.84500027,-3.401000707
13.85999966,-3.458226684
13.875,-3.516680428
13.89000034,-3.576801274
13.90499973,-3.639048596
13.92000008,-3.703876788
13.93500042,-3.771724706
13.94999981,-3.842984072
13.96500015,-3.91798381
13.97999954,-3.996981461
13.99499989,-4.0801488
14.01000023,-4.167549738
14.02499962,-4.25915553
14.03999996,-4.354827844
14.05500031,-4.454330253
14.06999969,-4.55733707
14.08500004,-4.663439032
14.10000038,-4.772173387
14.11499977,-4.883035736
14.13000011,-4.995509462
14.14500046,-5.109091167
14.15999985,-5.223325608
14.17500019,-5.337825405
14.18999958,-5.452301982
14.20499992,-5.566591148
14.22000027,-5.680658971
14.23499966,-5.794627866
14.25,-5.908765933
14.26500034,-6.023486964
14.27999973,-6.139342474
14.29500008,-6.257000361
14.31000042,-6.377217115
14.32499981,-6.500821762
14.34000015,-6.628674753
14.35499954,-6.76164453
14.36999989,-6.900579151
14.38500023,-7.046281461
14.39999962,-7.199480742
14.41499996,-7.360819181
14.43000031,-7.530837585
14.44499969,-7.709966856
14.46000004,-7.898520727
14.47500038,-8.096706974
14.48999977,-8.304630581
14.50500011,-8.522310701
14.52000046,-8.749704191
14.53499985,-8.986740086
14.55000019,-9.233346418
14.56499958,-9.489495653
14.57999992,-9.755257484
14.59500027,-10.03084567
14.60999966,-10.31667256
14.625,-10.61340759
14.64000034,-10.92202679
14.65499973,-11.24387884
14.67000008,-11.5807217
14.68500042,-11.93479235
14.69999981,-12.30884492
14.71500015,-12.70622606
14.72999954,-13.13093565
14.74499989,-13.58774041
14.76000023,-14.08228976
14.77499962,-14.6213369
14.78999996,-15.21300657
14.80500031,-15.86723718
14.81999969,-16.59642559
14.83500004,-17.41644102
14.85000038,-18.34823371
14.86499977,-19.42053062
14.88000011,-20.67456973
14.89500046,-22.17303446
14.90999985,-24.01857319
14.92500019,-26.39726515
14.93999958,-29.70054035
14.95499992,-34.95577834
14.97000027,-43.13093625
14.98499966,-35.77498178
15,-30.14839405
